용어명,물리명,도메인유형,도메인,데이터타입,코드명,정의,요청업무,최종요청자,최종수정일시
제출자료명,SBMSN_DATA_NM,명,명V200,VARCHAR(200),,"문안(文案)이나 의견, 법안(法案) 등을 낸 연구나 조사 따위의 바탕이 되는 재료의 이름",공공데이터 공통표준용어 7차(2024-11),행정안전부,2024-11-01 00:00:00
제출자명,PRSNR_NM,명,명V100,VARCHAR(100),,"문안(文案)이나 의견, 법안(法案) 등을 내는 사람의 이름",공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
제출자전화번호,PRSNR_TELNO,전화번호,전화번호V11,VARCHAR(11),,"문안(文案)이나 의견, 법안(法案) 등을 내는 사람의 전화번호",공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
제출종료일시,SBMSN_END_DT,연월일시분초,연월일시분초D,DATE,,"문안(文案)이나 의견, 법안(法案) 등을 내는 것이 끝나는 날짜와 시각",공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
제출종료일자,SBMSN_END_YMD,연월일,연월일C8,CHAR(8),,"문안(文案)이나 의견, 법안(法案) 등을 내는 것이 끝나는 날짜",공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
제출차수,SBMSN_CYCL,수,수N7,NUMBER(7),,"문안(文案)이나 의견, 법안(法案) 따위를 낸 것의 주기나 경과의 시기를 나타낸 수",공공데이터 공통표준용어 7차(2024-11),행정안전부,2024-11-01 00:00:00
제출처명,SMPL_NM,명,명V300,VARCHAR(300),,"문안(文案)이나 의견, 법안(法案) 등을 내는 곳의 이름",공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
제품금액,PRDCT_AMT,금액,금액N15,NUMBER(15),,원료를 써서 만들어 낸 물품의 판매가격으로 매겨진 돈의 액수,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
제품명,PRDCT_NM,명,명V200,VARCHAR(200),,원료를 써서 만들어 낸 물품의 이름,공공데이터 공통표준용어 5차(2022-07),행정안전부,2022-07-01 00:00:00
제품모델명,PRDCT_MDL_NM,명,명V100,VARCHAR(100),,원료를 써서 만들어 낸 물품의 완성된 대표적인 이름,공공데이터 공통표준용어 7차(2024-11),행정안전부,2024-11-01 00:00:00
제품번호,PRDCT_NO,번호,번호V100,VARCHAR(100),,원료를 써서 만든 물건에 부여하는 식별 번호,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
제품설명,PRDCT_EXPLN,내용,내용V4000,VARCHAR(4000),,원료를 써서 만들어 낸 물품에 대한 설명,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
제품수량,PRDCT_QTY,수,"수N10,3","NUMBER(10,3)",,원료를 써서 물건을 만든 수효와 분량,공공데이터 공통표준용어 7차(2024-11),행정안전부,2024-11-01 00:00:00
제한내용,LMT_CN,내용,내용V4000,VARCHAR(4000),,일정한 한도를 정하거나 그 한도를 넘지 못하게 막거나 그렇게 정한 한계의 내용,공공데이터 공통표준용어 7차(2024-11),행정안전부,2024-11-01 00:00:00
제한비율,LMT_RT,율,"율N5,2","NUMBER(5,2)",,일정한 한도를 정하거나 그 한도를 넘지 못하게 막거나 그렇게 정한 한계를 백분율로 산정한 것,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
제한사유,LMT_RSN,내용,내용V4000,VARCHAR(4000),,일정한 한도를 정하거나 그 한도를 넘지 못하게 막은 이유,공공데이터 공통표준용어 7차(2024-11),행정안전부,2024-11-01 00:00:00
제한사항,LMT_MTTR,내용,내용V4000,VARCHAR(4000),,일정한 한도를 정하거나 그 한도를 넘지 못하게 막거나 그렇게 정한 한계의 항목이나 내용,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
제한속도,LMT_SPD,수,"수N10,3","NUMBER(10,3)",,일정한 한도를 정하거나 그 한도를 넘지 못하게 막거나 그렇게 정한 한계 속도,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
제한시각,LMT_TM,시분초,시분초C6,CHAR(6),,일정한 한도를 정하거나 그 한도를 넘지 못하게 막거나 그렇게 정한 한계의 어느 한 시점,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
제한시작일시,LMT_BGNG_DT,연월일시분초,연월일시분초D,DATE,,일정한 한도를 정하거나 그 한도를 넘지 못하게 정한 기간이 시작한 날짜와 시각,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
제한시작일자,LMT_BGNG_YMD,연월일,연월일C8,CHAR(8),,일정한 한도를 정하거나 그 한도를 넘지 못하게 정한 기간이 시작한 날짜,공공데이터 공통표준용어 7차(2024-11),행정안전부,2024-11-01 00:00:00
제한업종명,LMT_TPBIZ_NM,명,명V100,VARCHAR(100),,일정한 한도를 정하거나 그 한도를 넘지 못하게 정한 영업 종류의 이름,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
제한여부,LMT_YN,여부,여부C1,CHAR(1),,일정한 한도를 정하거나 그 한도를 넘지 못하게 정했는지 여부,공공데이터 공통표준용어 3차(2021-10),행정안전부,2021-10-01 00:00:00
제한연령,LMT_AGE,수,수N3,NUMBER(3),,일정한 한도를 정하거나 그 한도를 넘지 못하게 정한 나이,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
제한인원수,LMT_NOPE,수,수N10,NUMBER(10),,일정한 한도를 정하거나 그 한도를 넘지 못하게 정한 사람의 수,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
제한일수,LMT_DAY_CNT,수,수N7,NUMBER(7),,일정한 한도를 정하거나 그 한도를 넘지 못하게 정한 날의 수,공공데이터 공통표준용어 7차(2024-11),행정안전부,2024-11-01 00:00:00
제한일시,LMT_DT,연월일시분초,연월일시분초D,DATE,,일정한 한도를 정하거나 그 한도를 넘지 못하게 정한 날짜와 시각,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
제한일자,LMT_YMD,연월일,연월일C8,CHAR(8),,일정한 한도를 정하거나 그 한도를 넘지 못하게 정한 날짜,공공데이터 공통표준용어 7차(2024-11),행정안전부,2024-11-01 00:00:00
제한점수,LMT_SCR,수,수N7,NUMBER(7),,일정한 한도를 정하거나 그 한도를 넘지 못하게 정한 점수,공공데이터 공통표준용어 7차(2024-11),행정안전부,2024-11-01 00:00:00
제한종료일시,LMT_END_DT,연월일시분초,연월일시분초D,DATE,,일정한 한도를 정하거나 그 한도를 넘지 못하게 정한 기간이 끝난 날짜와 시각,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
제한종료일자,LMT_END_YMD,연월일,연월일C8,CHAR(8),,일정한 한도를 정하거나 그 한도를 넘지 못하게 정한 기간이 끝난 날짜,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
제한횟수,LMT_NMTM,수,수N7,NUMBER(7),,일정한 한도를 정하거나 그 한도를 넘지 못하게 막은 횟수,공공데이터 공통표준용어 7차(2024-11),행정안전부,2024-11-01 00:00:00
제휴카드명,AFLT_CARD_NM,명,명V100,VARCHAR(100),,"둘 이상의 시설이나 회사에서 물건을 사거나 서비스를 이용한 뒤, 값을 치를 수 있게 한 카드의 이름",공공데이터 공통표준용어 7차(2024-11),행정안전부,2024-11-01 00:00:00
조건내용,CND_CN,내용,내용V4000,VARCHAR(4000),,어떤 일이 이루어지려면 갖추어져야 할 상태나 요소의 내용,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
조건변경일자,CND_CHG_YMD,연월일,연월일C8,CHAR(8),,어떤 일이 이루어지려면 갖추어져야 할 상태나 요소를 다르게 바꾸어 새롭게 고치는 날짜,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
조건설명,CND_EXPLN,내용,내용V4000,VARCHAR(4000),,어떤 일이 이루어지려면 갖추어져야 할 상태나 요소에 대한 설명,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
조경면적,LAAR,면적,"면적N19,9","NUMBER(19,9)",,식재된 부분의 면적과 조경시설 공간의 면적을 합한 바닥 넓이,공공데이터 공통표준용어 7차(2024-11),행정안전부,2024-11-01 00:00:00
조기상환금액,ERPD_RPMT_AMT,금액,금액N15,NUMBER(15),,약속한 기일보다 이른 시기에 갚거나 되돌려준 돈의 액수,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
조달금액,PRCM_AMT,금액,금액N15,NUMBER(15),,자금이나 물자 따위를 대어 마련한 돈의 액수,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
조달수수료,PRCM_FEE,요금,요금N15,NUMBER(15),,자금이나 물자 따위를 대어 준 일에 대한 대가로서 주는 요금,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
조도,ILM,수,수N10,NUMBER(10),,단위 면적이 단위 시간에 받는 빛의 양,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
조문내용,LPRVS_CN,내용,내용V4000,VARCHAR(4000),,규정이나 법령 따위에서 조목으로 나누어 적은 글의 내용,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
조사개요,EXMN_OTLN,내용,내용V4000,VARCHAR(4000),,사물의 내용을 명확히 알기 위하여 자세히 살펴보거나 찾아본 일을 간결하게 추려낸 주요 내용,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
조사건수,EXMN_NOCS,수,수N10,NUMBER(10),,사물의 내용을 명확히 알기 위하여 자세히 살펴보거나 찾아본 건수,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
조사계획내용,EXMN_PLAN_CN,내용,내용V4000,VARCHAR(4000),,사물의 내용을 명확히 알기 위하여 자세히 살펴보거나 찾아보는 것을 미리 헤아려 작정한 내용,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
조사기관명,EXMN_INST_NM,명,명V200,VARCHAR(200),,사물의 내용을 명확히 알기 위하여 자세히 살펴보거나 찾아보는 행위를 수행하는 기관의 이름,공공데이터 공통표준용어 3차(2021-10),행정안전부,2021-10-01 00:00:00
조사기준일자,EXMN_CRTR_YMD,연월일,연월일C8,CHAR(8),,사물의 내용을 명확히 알기 위하여 자세히 살펴보거나 찾아보는 일의 기본이 되는 표준을 특정하는 날짜,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
조사내용,EXMN_CN,내용,내용V4000,VARCHAR(4000),,사물의 내용을 명확히 알려고 자세히 살펴보거나 찾아본 내용,공공데이터 공통표준용어 5차(2022-07),행정안전부,2022-07-01 00:00:00
조사대상여부,EXMN_TRGT_YN,여부,여부C1,CHAR(1),,사물의 내용을 명확히 알기 위하여 자세히 살펴보거나 찾아보는 일의 상대 또는 목적인지 여부,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
조사대상자명,EXMN_TRPR_NM,명,명V100,VARCHAR(100),,사물의 내용을 명확히 알기 위하여 자세히 살펴보거나 찾아보는 일의 상대 또는 목적이 되는 사람이나 집단의 이름,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
조사명,EXMN_NM,명,명V300,VARCHAR(300),,사물의 내용을 명확히 알기 위하여 자세히 살펴보거나 찾아보는 것의 이름,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
조사목적,EXMN_PRPS,내용,내용V4000,VARCHAR(4000),,사물의 내용을 명확히 알기 위하여 자세히 살펴보거나 찾아보는 것이 실현하려고 하는 일이나 나아가는 방향,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
조사방법내용,EXMN_MTHD_CN,내용,내용V4000,VARCHAR(4000),,사물의 내용을 명확히 알기 위하여 자세히 살펴보거나 찾아볼 때 취하는 수단이나 방식의 내용,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
조사번호,EXMN_NO,번호,번호V20,VARCHAR(20),,사물의 내용을 명확히 알려고 자세히 살펴보거나 찾아본 것에 부여하는 식별 번호,공공데이터 공통표준용어 5차(2022-07),행정안전부,2022-07-01 00:00:00
조사사유,EXMN_RSN,내용,내용V4000,VARCHAR(4000),,사물의 내용을 명확히 알기 위하여 자세히 살펴보거나 찾아보는 이유,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
조사선박명,EXMN_VSL_NM,명,명V300,VARCHAR(300),,사물의 내용을 명확히 알기 위하여 자세히 살펴보거나 찾아보는 목적을 가진 배의 이름,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
조사수량,EXMN_QTY,수,"수N10,3","NUMBER(10,3)",,사물의 내용을 명확히 알려고 자세히 살펴보거나 찾아본 수효와 분량,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
조사시각,EXMN_TM,시분초,시분초C6,CHAR(6),,사물의 내용을 명확히 알려고 자세히 살펴보거나 찾아본 어느 한 시점,공공데이터 공통표준용어 5차(2022-07),행정안전부,2022-07-01 00:00:00
조사시간,EXMN_HR,시분초,시분초C6,CHAR(6),,사물의 내용을 명확히 알려고 자세히 살펴보거나 찾아본 것에 걸리는 일정한 시간,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
조사시기내용,EXMN_TMNG_CN,내용,내용V4000,VARCHAR(4000),,사물의 내용을 명확히 알려고 자세히 살펴보거나 찾아본 것이 시작되는 때를 설명한 내용,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
조사시작일시,EXMN_BGNG_DT,연월일시분초,연월일시분초D,DATE,,사물의 내용을 명확히 알려고 자세히 살펴보거나 찾아보는 것을 처음 시작한 날짜와 시각,공공데이터 공통표준용어 7차(2024-11),행정안전부,2024-11-01 00:00:00
조사시작일자,EXMN_BGNG_YMD,연월일,연월일C8,CHAR(8),,사물의 내용을 명확히 알려고 자세히 살펴보거나 찾아보는 것을 시작한 날짜,공공데이터 공통표준용어 1차(2020-08),행정안전부,2020-08-01 00:00:00
조사여부,EXMN_YN,여부,여부C1,CHAR(1),,사물의 내용을 명확히 알려고 자세히 살펴보거나 찾아보는 것인지 여부,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
조사연도,EXMN_YR,연도,연도C4,CHAR(4),,사물의 내용을 명확히 알려고 자세히 살펴보거나 찾아본 연도,공공데이터 공통표준용어 1차(2020-08),행정안전부,2020-08-01 00:00:00
조사연월,EXMN_YM,연월,연월C6,CHAR(6),,사물의 내용을 명확히 알려고 자세히 살펴보거나 찾아보는 연도와 월,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
조사월,EXMN_MM,월,월C2,CHAR(2),,사물의 내용을 명확히 알려고 자세히 살펴보거나 찾아보는 행위를 수행한 월,공공데이터 공통표준용어 3차(2021-10),행정안전부,2021-10-01 00:00:00
조사일수,EXMN_DAY_CNT,수,수N7,NUMBER(7),,사물의 내용을 명확히 알려고 자세히 살펴보거나 찾아보는 행위를 수행하는 날의 수,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
조사일시,EXMN_DT,연월일시분초,연월일시분초D,DATE,,사물의 내용을 명확히 알려고 자세히 살펴보거나 찾아보는 행위를 수행한 날짜와 시각,공공데이터 공통표준용어 3차(2021-10),행정안전부,2021-10-01 00:00:00
조사일자,EXMN_YMD,연월일,연월일C8,CHAR(8),,사물의 내용을 명확히 알려고 자세히 살펴보거나 찾아본 날짜,공공데이터 공통표준용어 1차(2020-08),행정안전부,2020-08-01 00:00:00
조사자명,EXMNR_NM,명,명V100,VARCHAR(100),,사물의 내용을 명확히 알려고 자세히 살펴보거나 찾아보는 사람의 이름,공공데이터 공통표준용어 2차(2020-12),행정안전부,2020-12-01 00:00:00
